,3,Fake Data-SN_03,Fake Data-SN_03,,,2014-06-18,PT,2014-07-03,2015-05-27,PT,On hold,AR,Ballast Point,Gordon J. Thomas,Research,Encrypted Email,.CSV,Yes,FD Sponsored,FD RCT,Research,RST003,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-11,2018-01-30,Yes,English,Multiple,no,yes,Stimulation,n/a,No,Yes,"Yes, new",,Not complete,2016-11-02,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,3,Fake Data-SN_04,Fake Data-SN_04,,,2014-06-18,PT,2014-07-03,2015-05-28,PT,On hold,AR,Ballast Point,Gordon J. Thomas,Research,Encrypted Email,.CSV,Yes,FD Sponsored,FD RCT,Research,RST004,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-12,2018-01-31,Yes,English,Multiple,no,yes,Stimulation,n/a,No,Yes,"Yes, new",,Not complete,2016-11-03,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,3,Fake Data-SN_05,Fake Data-SN_05,,,2014-06-18,PT,2014-07-03,2015-05-29,PT,On hold,AR,Ballast Point,Gordon J. Thomas,Research,Encrypted Email,.CSV,Yes,FD Sponsored,FD RCT,Research,RST005,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-13,2018-02-01,Yes,English,Multiple,no,yes,Stimulation,n/a,No,Yes,"Yes, new",,Not complete,2016-11-04,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,4,Fake Data-SN_06,Fake Data-SN_06,,,2014-06-18,PT,2014-07-03,2015-05-30,PT,Ongoing,AR,Ballast Point,Gordon J. Thomas,Research,Encrypted Email,.CSV,Yes,FD Sponsored,FD RCT,Academic,RST006,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-14,2018-02-02,Yes,English,Multiple,no,yes,Stimulation,n/a,No,Yes,"Yes, new",,Not complete,2016-11-05,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,5,Fake Data-SN_07,Fake Data-SN_07,,,2014-10-14,PT,2014-10-01,2015-05-31,PT,Complete,AR,Ballast Point,Gordon J. Thomas,Grant proposal,Email (Unencrypted),.CSV,No,FD Sponsored,FD RCT,Academic,RST007,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-15,2018-02-03,Yes,English,Single,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-06,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,6,Fake Data-SN_08,Fake Data-SN_08,,,2014-05-01,PT,2014-08-05,2015-06-01,PT,Complete,AR,Ballast Point,Gordon J. Thomas,Collaboration,Email or ftp (encrypted),.CSV,Yes,FD Sponsored,FD RCT,Academic,RST008,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-16,2018-02-04,Yes,English,Single,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-07,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,7,Fake Data-SN_09,Fake Data-SN_09,,,2014-03-17,PT,2014-03-17,2015-06-02,PT,Complete,AR,Ballast Point,Pia R. Walker,Research,Email (Unencrypted),.CSV,No,FD Sponsored,FD RCT,Academic,RST009,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-17,2018-02-05,Yes,English,Multiple,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-08,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,8,Fake Data-SN_10,Fake Data-SN_10,,,2015-01-14,PT,2014-03-18,2015-06-03,PT,Complete,AW,Ballast Point,Pia R. Walker,Collaboration,Email or ftp (encrypted),.CSV,No,FD Sponsored,FD RCT,Academic,RST010,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-18,2018-02-06,Yes,English,Single,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-09,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,9,Fake Data-SN_11,Fake Data-SN_11,,,2015-05-21,TT,2015-05-22,2015-06-04,TT,Complete,AW,Ballast Point,Pia R. Walker,Grant proposal,Email or ftp (encrypted),.CSV,Yes,FD Sponsored,FD RCT,Academic,RST011,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-19,2018-02-07,Yes,English,Single,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-10,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,10,Fake Data-SN_12,Fake Data-SN_12,,,2015-06-05,TT,2015-06-21,2015-06-05,TT,Ongoing,AW,Ballast Point,Pia R. Walker,Study,USB (encrypted),.CSV,Yes,Investigator Initiated,FD RCT,Academic,RST012,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2008-08-20,2016-06-02,Yes,English,Single,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-11,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,11,Fake Data-SN_13,Fake Data-SN_13,,,2015-06-29,TT,2015-06-29,2015-06-06,TT,Ongoing,AW,Orbital United,Pia R. Walker,Research,Encrypted Email,.CSV,Yes,Investigator Initiated,FD RCT,Academic,RST013,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-09-27,2016-06-03,Yes,English,Multiple,no,yes,Stimulation,n/a,No,Yes,"Yes, new",,Fully Executed,2016-11-12,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,12,Fake Data-SN_14,Fake Data-SN_14,,,2015-06-29,TT,2014-10-01,2015-06-07,TT,Ongoing,AW,Orbital United,Pia R. Walker,Grant proposal,Cloud (BOX),.CSV,Yes,Investigator Initiated,FD RCT,Academic,RST014,Extreme,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-09-28,2016-06-04,Yes,English,Single,no,no,Stimulation,n/a,No,No,No,,Fully Executed,2016-11-13,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,13,Fake Data-SN_15,Fake Data-SN_15,,,2015-06-29,TT,2014-10-02,2015-06-08,TT,On hold,AW,Orbital United,Pia R. Walker,Grant proposal,Cloud (BOX),Database,Yes,Investigator Initiated,FD RCT,Academic,RST015,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-09-29,2016-06-05,Yes,English,Single,no,no,Analystics,n/a,No,No,"Yes, new",,Fully Executed,2016-11-14,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,14,Fake Data-SN_16,Fake Data-SN_16,,,2015-10-21,TT,2015-11-01,2015-11-03,TT,Complete,AW,Orbital United,Pia R. Walker,Grant proposal,Cloud (Egnyte),Database,Yes,Investigator Initiated,FD RCT,Academic,RST016,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-09-30,2016-06-06,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,Fully Executed,2016-11-15,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,15,Fake Data-SN_17,Fake Data-SN_17,,,2016-01-26,TT,2016-02-01,2016-03-24,TT,Ongoing,AW,Orbital United,Pia R. Walker,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Academic,RST017,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-01,2016-06-07,Yes,English,Multiple,no,no,Analystics,n/a,No,No,No,,Fully Executed,2016-11-16,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,16,Fake Data-SN_18,Fake Data-SN_18,,,2016-01-29,RN,2016-04-21,2016-04-21,RN,Ongoing,AW,Orbital United,Pia R. Walker,Study,Cloud (BOX),Database,No,Investigator Initiated,Institution WRP,Research,RST018,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-02,2016-06-08,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,Fully Executed,2016-11-17,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,17,Fake Data-SN_19,Fake Data-SN_19,,,2016-03-07,RN,2016-03-07,2016-03-07,RN,Ongoing,AW,Orbital United,Serena Bailey,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST019,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-03,2016-06-09,Yes,English,Single,no,no,Analystics,n/a,Yes,No,"Yes, new",,Fully Executed,2016-11-18,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,18,Fake Data-SN_20,Fake Data-SN_20,,,2016-07-08,RN,2016-07-08,2016-07-12,RN,Complete,AW,Orbital United,Serena Bailey,Publication,Encrypted Email,Database,Yes,Investigator Initiated,Institution WRP,Research,RST020,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-04,2016-06-10,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,n/a,2016-10-03,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,19,Fake Data-SN_21,Fake Data-SN_21,,,2016-07-12,RN,2016-07-06,2016-07-06,RN,Complete,AW,Florida State,Serena Bailey,Collaboration,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST021,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-05,2016-06-11,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,n/a,2016-10-04,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,20,Fake Data-SN_22,Fake Data-SN_22,,,2016-10-04,RN,2016-10-11,2016-10-10,RN,Ongoing,SD,Florida State,Serena Bailey,Publication,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST022,Moderate,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-06,2016-06-12,Yes,English,Multiple,no,no,Analystics,n/a,No,Yes,"Yes, new",,n/a,2016-10-05,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,21,Fake Data-SN_23,Fake Data-SN_23,,,2016-10-07,RN,2016-12-16,2016-12-19,RN,Ongoing,SD,Florida State,Serena Bailey,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST023,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-07,2017-04-11,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,n/a,2016-10-06,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,22,Fake Data-SN_24,Fake Data-SN_24,,,2016-10-07,RN,2016-10-28,2016-12-20,RN,Incomplete,SD,Florida State,Serena Bailey,Publication,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST024,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-10-04,2017-03-02,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,n/a,2016-10-07,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,23,Fake Data-SN_25,Fake Data-SN_25,,,2016-11-01,PW,2016-11-07,2016-11-07,PW,Ongoing,SD,Waffle House,Serena Bailey,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST025,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-04-28,2017-04-27,Yes,English,Single,no,no,Analystics,n/a,No,No,No,,n/a,2016-10-08,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,24,Fake Data-SN_26,Fake Data-SN_26,,,2016-11-29,PW,2016-11-29,2016-11-29,PW,Ongoing,SD,Waffle House,Serena Bailey,Research,Cloud (BOX),Database,No,Investigator Initiated,Institution WRP,Research,RST026,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-04-29,2017-04-28,Yes,English,Multiple,no,no,Analystics,n/a,Yes,Yes,"Yes, current",,n/a,2016-10-09,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,25,Fake Data-SN_27,Fake Data-SN_27,,,2016-12-27,PW,2016-11-30,2016-11-30,PW,In Review,SD,Waffle House,Serena Bailey,Study,,Database,Yes,Investigator Initiated,Institution WRP,Research,RST027,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-04-30,2017-04-29,Yes,English,Multiple,no,no,Analystics,n/a,Yes,Yes,"Yes, current",,n/a,2016-10-10,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,26,Fake Data-SN_28,Fake Data-SN_28,,,2017-01-10,PW,2016-12-01,2016-12-01,PW,In Review,SD,Waffle House,Serena Bailey,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST028,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-05-01,2017-04-30,Yes,English,Multiple,no,no,Analystics,n/a,Yes,Yes,"Yes, current",,n/a,2016-10-11,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,27,Fake Data-SN_29,Fake Data-SN_29,,,2017-01-12,AK,2016-12-02,2016-12-02,AK,In Review,SD,Headquarters,Richard Hendricks,Study,,Database,Yes,Investigator Initiated,Institution WRP,Research,RST029,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-05-02,2017-05-01,Yes,English,Single,no,no,Analystics,n/a,Yes,Yes,"Yes, current",,n/a,2016-10-12,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,28,Fake Data-SN_30,Fake Data-SN_30,,,2017-02-14,AK,2016-12-03,2016-12-03,AK,In Review,RS,Headquarters,Richard Hendricks,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST030,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-05-03,2017-05-02,Yes,English,Multiple,no,no,Analystics,n/a,Yes,Yes,"Yes, current",,n/a,2016-10-13,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
,29,Fake Data-SN_31,Fake Data-SN_31,,,2017-02-16,AK,2017-02-16,2017-02-16,AK,Ongoing,RS,Headquarters,Richard Hendricks,Study,Cloud (BOX),Database,Yes,Investigator Initiated,Institution WRP,Research,RST031,None,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,2016-05-27,2017-05-25,Yes,English,Single,no,no,Analystics,n/a,Yes,Yes,"Yes, current",,n/a,2016-10-14,,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.
